Q,A
누군 여기 비싼데 예약 하고 싶어 예약 한줄 알아? 아빠가 언니 못 댕길지 모른다고 괜찮은 뷔폐 찾아보라는데 어떻게 그럼 아빠는 집에서도 언니 얘기만 하고 언니방 혜밀이 주자고 그랬다가 내가 얼마나 혼났게?,그랬어? 야 그럼 나한테 말을 하지 
그랬어? 야 그럼 나한테 말을 하지 ,엄마는 언니 시집가는데 돈 많이 못해줘서 미안하다고 한숨 혜밀이 혜진이 보느라 무릎 상해서 꿀벌이 못봐준다고 한숨 내가 집에서도 얼마나 가시방석인줄 알아?
엄마는 언니 시집가는데 돈 많이 못해줘서 미안하다고 한숨 혜밀이 혜진이 보느라 무릎 상해서 꿀벌이 못봐준다고 한숨 내가 집에서도 얼마나 가시방석인줄 알아?,야 나는 뭐 
야 나는 뭐 ,그리고 게살은 내가 제일 좋아하는데 아빠는 언니만 이뻐하고
그리고 게살은 내가 제일 좋아하는데 아빠는 언니만 이뻐하고,이년아! 너는 사람들이 다 이쁘다 이쁘다 해주니까 그러지 나는 아무도 이쁘다고 안해주고 드레스 입을 때도 너만 이 그 아이씨 아이
이년아! 너는 사람들이 다 이쁘다 이쁘다 해주니까 그러지 나는 아무도 이쁘다고 안해주고 드레스 입을 때도 너만 이 그 아이씨 아이,언니 미안해 미안해  
언니 미안해 미안해  ,아우 아니야 내가 더 미안해 영채야 
영자씨 벌써 회사 가게?,아 오늘 드레스 고르러 가는 날이잖아요 그래서 일 좀 미리미리 처리해 두려구요
아 오늘 드레스 고르러 가는 날이잖아요 그래서 일 좀 미리미리 처리해 두려구요,에이 그래도 아침은 먹고 가야지 있다 드레스 입느라 점심도 못 먹을텐데 자 일로와 일로와
에이 그래도 아침은 먹고 가야지 있다 드레스 입느라 점심도 못 먹을텐데 자 일로와 일로와,아이 괜찮아 괜찮아 아 사장님 
아이 괜찮아 괜찮아 아 사장님 ,밥 먹고 가세용 잘 잤냐?
밥 먹고 가세용 잘 잤냐?,어 뭐 
어 뭐 ,어 짜식 봐 이거? 너 형수한테 잘 주무셨냐 인사도 안해?
어 짜식 봐 이거? 너 형수한테 잘 주무셨냐 인사도 안해?,안녕히 주무셨어요?
안녕히 주무셨어요?,예
예,밥 먹자 짜잔 오늘 아침엔 내가 요리사 자 맛있는 카레 드세요
밥 먹자 짜잔 오늘 아침엔 내가 요리사 자 맛있는 카레 드세요,아 나 오늘은 카레 먹을 기분 아닌데
아 나 오늘은 카레 먹을 기분 아닌데,불만은 주는 대로 먹어 임마 어 전화왔나? 먼저들 먹고 있어 
어제 일은 미안해요 ,암요 미안해 하셔야죠 처음엔 눈테러 그 다음엔 팔 하다하다 어젠 야 이런 변이 있나
암요 미안해 하셔야죠 처음엔 눈테러 그 다음엔 팔 하다하다 어젠 야 이런 변이 있나,아이 그르게 문을 좀 잘 잠그시지 암튼 어제 일은 어 빨리 잊어버리고 없던 일로 하는게 
아이 그르게 문을 좀 잘 잠그시지 암튼 어제 일은 어 빨리 잊어버리고 없던 일로 하는게 ,당연하죠 뭐 아름다운 추억이라고 평생 가져갈까요? 아 형은 하필 오늘 같은 날 카렐 끓여가지고
아 뭐야 뭐야? 너 한복으로 바뀐거야?,응 안이뻐?
응 안이뻐?,어 안이뻐 
나영아 일루와 케잌먹자.,싫어. 나 할머니 사진찍을거야.
싫어. 나 할머니 사진찍을거야.,영애야. 너 엄마 생일이라고 핸드백사주고 그러는거 효도 아니다. 시집을 가야지 너 혹시 만나는 남자 있어?
영애야. 너 엄마 생일이라고 핸드백사주고 그러는거 효도 아니다. 시집을 가야지 너 혹시 만나는 남자 있어?,네? 아니 뭐.
근데 혹시 이거 내 옷 아니냐?,맞아 언니가 옷장에 놓고 갔길래 입고 나왔지 안입나 해서   
맞아 언니가 옷장에 놓고 갔길래 입고 나왔지 안입나 해서   ,야 이거 나 애기 낳고 살 빼서 입을라고 고이 모셔둔거야! 
야 이거 나 애기 낳고 살 빼서 입을라고 고이 모셔둔거야! ,맨날 살빼서 입는다고 그래 놓고서 한번도 입은적 없잖아 
맨날 살빼서 입는다고 그래 놓고서 한번도 입은적 없잖아 ,뭐 이년아?  
아니 규한씨 웹툰에 나왔던 산타걸 아니야?,안녕하세요 산타바에요 꼭 들러주세요
안녕하세요 산타바에요 꼭 들러주세요,맞네요 제가 뭐랬어요 저분들 복장이 웹툰에 나오는 산타걸이랑 똑같다고 그랬죠?
맞네요 제가 뭐랬어요 저분들 복장이 웹툰에 나오는 산타걸이랑 똑같다고 그랬죠?,그러게
그러게,신기하다
신기하다,어머 저희 산타바 아시나봐요 오늘 크리스마스라서 저희 이벤트 많이하니까 이따가 꼭 들러주세요
어머 저희 산타바 아시나봐요 오늘 크리스마스라서 저희 이벤트 많이하니까 이따가 꼭 들러주세요,네
네,크리스마스 특별 이벤트 열두시 이십사분에만 볼 수 있던 비키니 쇼를 정시마다 실시
크리스마스 특별 이벤트 열두시 이십사분에만 볼 수 있던 비키니 쇼를 정시마다 실시,오픈 몇시에요 오후 다섯시반? 그러면 여섯시부터 비키니쇼를 볼 수 있다는 거네요?
수발이 너 안 간댔지? 난 수민이랑 가야지.,"어, 그 작가님, 그 방금 통화한 수민이란 분이 그 깁스에 씌여있는 민이랑 동일인입니까?"
"어, 그 작가님, 그 방금 통화한 수민이란 분이 그 깁스에 씌여있는 민이랑 동일인입니까?","오, 손수발이, 의외로 눈치 한 번 빠른데?"
옳자 ,아빠 나도 게살 좀 
아빠 나도 게살 좀 ,영애야 너 게살 좋아하지? 자 먹어라  
영애야 너 게살 좋아하지? 자 먹어라  ,아니예요 아빠 드세요 
아니예요 아빠 드세요 ,아이구 임신했을 땐 잘 먹어야돼 아 음식을 왜 이렇게 깨작깨작 거리냐 자 먹어 어서
아이구 임신했을 땐 잘 먹어야돼 아 음식을 왜 이렇게 깨작깨작 거리냐 자 먹어 어서,아이 제가 알아서 먹을게요 아빠 드시라니까요
아이 제가 알아서 먹을게요 아빠 드시라니까요,누군 게살 먹을줄 몰라? 
누군 게살 먹을줄 몰라? ,오오 그래 영채도 게살 먹고 싶었구나 아버지가 해줄게 자 자 
오오 그래 영채도 게살 먹고 싶었구나 아버지가 해줄게 자 자 ,아 됐어 치사해서 안 먹어 좋아하는 큰딸이나 많이 발라주셔
아 됐어 치사해서 안 먹어 좋아하는 큰딸이나 많이 발라주셔,아니 야 야 영채야 
아니 야 야 영채야 ,아니 저년이 왜 저거 
아니 저년이 왜 저거 ,야 이영채 
"이 새끼 어딨는거야, 야켈란젤로 새끼야, 어딨냐? 딱걸렸어. 맛있냐?",예?
예?,먹을 수 있을때 많이 먹어두는게 좋을거다. 그게 니 살아생전 마지막 밥이 될테니까
먹을 수 있을때 많이 먹어두는게 좋을거다. 그게 니 살아생전 마지막 밥이 될테니까,누구신데 이래요?
누구신데 이래요?,조알나알 몰라? 아씨 야 방금전까지 나랑 육두문자 날려놓고 어디서 순진한 척이야. 여기 내가 보낸 쪽지 맞잖아
조알나알 몰라? 아씨 야 방금전까지 나랑 육두문자 날려놓고 어디서 순진한 척이야. 여기 내가 보낸 쪽지 맞잖아,"그거 제 핸드폰 아니에요, 화장실 갔어요"
"그거 제 핸드폰 아니에요, 화장실 갔어요",뭐?
뭐?,"야 수민아, 니가 여기 왠일이야?"
"야 수민아, 니가 여기 왠일이야?",오빠?
오빠?,야. 니가 왜 내 핸드폰을 들고있어?
야. 니가 왜 내 핸드폰을 들고있어?,예? 그럼 오빠가 야켈란젤로?
예? 그럼 오빠가 야켈란젤로?,야 그럼 니가 조잘나알?
야 그럼 니가 조잘나알?,"아우 내가 미쳐 진짜, 오빠"
"아우 내가 미쳐 진짜, 오빠","어, 수민아. 나는 도저히 믿어지지가 않는다. 니가 어떻게 그 조알, 아니 그 색, 그 분 일수가 있어"
"음~ 새 반찬 했네. 아, 맛있겠다. 음, 두부도 넣고. 오늘 뭔 날이가?",좋은 말로 할 때 밥 먹어.
좋은 말로 할 때 밥 먹어.,네.
네.,"우리 정보이, 요새는 뭐 모으노."
"우리 정보이, 요새는 뭐 모으노.","아마, 아마 다들 기억하실 겁니다. 음, 1981년 9월 31일 저 먼 독일의 작은 도시 바덴바덴에서 아주 기쁜 소식이 들렸습니다."
영자씨 왜그래? 무슨일 있어?,아니예요 주무세요 
