Q,A
엄마 이모가 다 치우고 짜잔. 형이랑 나 용돈도 줬다? ,뭐?
뭐?,엄마. 이모가 엄마 오면 저기 밥 먹으래.
엄마. 이모가 엄마 오면 저기 밥 먹으래.,알았어.
어? 김산호 아니야? ,아 너 혼자 이렇게 마신거야? 
아 너 혼자 이렇게 마신거야? ,혼자고 나발이고 네가 뭔 상관인데? 아는척하지 말라 그랬지? 서로 모르는 사람처럼 지내자는 말 잊었냐? 가라 그냥. 
배고팠어?,야 빈속에 술들어가니까 확땡긴다
야 빈속에 술들어가니까 확땡긴다,야 그렇다고 이렇게 많이 시켰어?
야 그렇다고 이렇게 많이 시켰어?,국물 좀 먹을래?
국물 좀 먹을래?,응
응,사장님 여기 오뎅탕하나 주세요 파많이 넣어가지구
얼마에요?,2만원이에요. 
2만원이에요. ,네.
내가 너 응당 사랑하는거 알지?,"그럼, 알지."
"그럼, 알지.",자.
자.,"영자씨, 내가 소름끼치게 사랑하는거 알지?"
"영자씨, 내가 소름끼치게 사랑하는거 알지?","알죠, 당연히."
"알죠, 당연히.",짠.
칠칠 맞다 증말 칠칠 맞어 가만있어봐,아아 살살 좀해 
아아 살살 좀해 ,이백사십오 맞지?
이백사십오 맞지?,쓸데없는거 잘기억해 
어휴 라과장 진짜 아니 어쩔라고 이런거야,오죽했으면 그렇겠어요 오죽했으면 이게 다 누구 때문인지 진짜 어?
 뭐라구요? 아 진짜 너무하신거 아니예요?,뭐여?
뭐여?,아니 이게 어떻게 희망퇴직이냐구요 싫다는 사람 억지로 등 떠밀고 강요하고 이게 어떻게 희망퇴직이냐구요! 그냥 차라리 대놓고 짜르지 그러셨어요 희망퇴직이니 뭐니 고문하지 말고 그냥 대놓고 짜르지 그랬냐고요
아니 이게 어떻게 희망퇴직이냐구요 싫다는 사람 억지로 등 떠밀고 강요하고 이게 어떻게 희망퇴직이냐구요! 그냥 차라리 대놓고 짜르지 그러셨어요 희망퇴직이니 뭐니 고문하지 말고 그냥 대놓고 짜르지 그랬냐고요,아 그려? 그게 그렇게 불만이었으면 너도 나가! 원하는대로 당장 짤라줄텡께!
아 그려? 그게 그렇게 불만이었으면 너도 나가! 원하는대로 당장 짤라줄텡께!,짜르긴 누가 누가 짤라! 내가 당신 짜르는거야 당신같은 사람 밑에서 일하기 싫어서 내가 관두는 거라고 알아!
짜르긴 누가 누가 짤라! 내가 당신 짜르는거야 당신같은 사람 밑에서 일하기 싫어서 내가 관두는 거라고 알아!,뭐 뭐시 어쩌고 어째? 워매 이런 염병할!
뭐 뭐시 어쩌고 어째? 워매 이런 염병할!,옘병은 니가 옘병이다 이 옘병할 놈아!
큰 딸 때문에 왔구만.,네? 그게 저.. 남자가 없어서.
네? 그게 저.. 남자가 없어서.,남자가 없긴 둘이나 보인다.
남자가 없긴 둘이나 보인다.,네에?
네에?,보자 보자. 한 놈은 양 손에 곶감을 쥐고 태어난 놈인데 그거를 실수로 다 놓치고 울고 있네요. 또 한 놈은 끊어진 다리가 다시 이어졌네? 아이고. 둘 중에 누가 될지 알려줄까요? 
보자 보자. 한 놈은 양 손에 곶감을 쥐고 태어난 놈인데 그거를 실수로 다 놓치고 울고 있네요. 또 한 놈은 끊어진 다리가 다시 이어졌네? 아이고. 둘 중에 누가 될지 알려줄까요? ,왜 이렇게 늦게와.
왜 이렇게 늦게와.,차 댈데가 없어서 좀 도느라고요.
차 댈데가 없어서 좀 도느라고요.,뭐야! 여기 왜 왔어?
뭐야! 여기 왜 왔어?,네? 저 공인중개사 시험 되나 안되나.. 그거 물어볼라고.
네? 저 공인중개사 시험 되나 안되나.. 그거 물어볼라고.,닥쳐라! 이 강력한 백수 귀신놈아.
닥쳐라! 이 강력한 백수 귀신놈아.,"아니, 아니. 백수 귀신이라뇨."
"아니, 아니. 백수 귀신이라뇨.",그래. 일평생 돈 한 푼 못 벌고 남의 뒷골 빼먹다 죽은 백수 귀신놈이 머리에 포마드 이리 바르고 저 어깨에 이리 건들 건들 하면서 앉아있네. 안보이나?
그래. 일평생 돈 한 푼 못 벌고 남의 뒷골 빼먹다 죽은 백수 귀신놈이 머리에 포마드 이리 바르고 저 어깨에 이리 건들 건들 하면서 앉아있네. 안보이나?,지금 무슨 소리 하시는거에요?
지금 무슨 소리 하시는거에요?,왜? 백수 아입니꺼?
왜? 백수 아입니꺼?,예? 아니.. 그건 맞는데.
예? 아니.. 그건 맞는데.,단디 들으소. 단디. 이 사람 이 백수 귀신 엄청 강력해서 안 쫓아내면 평생 백수 신세 못 면한데이.
단디 들으소. 단디. 이 사람 이 백수 귀신 엄청 강력해서 안 쫓아내면 평생 백수 신세 못 면한데이.,아니. 그럼 어떻게 해야 되요?
아니. 그럼 어떻게 해야 되요?,두들겨 맞아야 된다. 떨어져 나갈때까지.
두들겨 맞아야 된다. 떨어져 나갈때까지.,예? 뭐야. 왜이래요? 장모님 가요.
걱정했는데 가자 한잔 하러,싫어요
"영자 씨, 그동안 많이 힘들었다며? 직원들 월급 주려고 알바까지 하고.",그걸 어떻게.
그걸 어떻게.,"라 부장한테 얘기 들었어. 사정이 어려워서 우리 회사 하청 일 맡은 것도 모르고 돈독 올랐다고 하루종일 빈정대기나 하고. 미안해, 정말."
"라 부장한테 얘기 들었어. 사정이 어려워서 우리 회사 하청 일 맡은 것도 모르고 돈독 올랐다고 하루종일 빈정대기나 하고. 미안해, 정말.","미안한 줄은 아세요? 아니, 아무리 사정을 몰랐어도 그렇지. 대체 왜 그랬어요? 제가 그렇게 미우세요?"
"미안한 줄은 아세요? 아니, 아무리 사정을 몰랐어도 그렇지. 대체 왜 그랬어요? 제가 그렇게 미우세요?","아, 밉긴! 질투나서 그랬어, 질투나서."
"아, 밉긴! 질투나서 그랬어, 질투나서.",예? 질투요?
예? 질투요?,"그래. 나랑은 싸우고 연락 한 통 없더니 김산호랑은 워크샵 핑계로 놀러도 가고, 것도 모자라서 점심시간에도 만나고. 질투가 안 나게 생겼어? 알잖아, 내가 영자 씨 소름끼치게 좋아하는 거."
"그래. 나랑은 싸우고 연락 한 통 없더니 김산호랑은 워크샵 핑계로 놀러도 가고, 것도 모자라서 점심시간에도 만나고. 질투가 안 나게 생겼어? 알잖아, 내가 영자 씨 소름끼치게 좋아하는 거.",사장님.
사장님.,"그니까 다음부턴 절대 김산호 일 받지 마. 둘이 같이 있다고 생각하면, 어우, 열불나서 미칠 것 같단 말이야."
"그니까 다음부턴 절대 김산호 일 받지 마. 둘이 같이 있다고 생각하면, 어우, 열불나서 미칠 것 같단 말이야.",사장님은 정말 변한 게 하나도 없네요.
사장님은 정말 변한 게 하나도 없네요.,어?
어?,기웅이 때도 그러더니 제 옆에 누군가 나타나기만 하면 쫓기듯이 고백하잖아요.
기웅이 때도 그러더니 제 옆에 누군가 나타나기만 하면 쫓기듯이 고백하잖아요.,쫓기듯 고백하다니 그런 거 아니야. 그동안은 처지가 안 돼서 말 못한 건데. 나 진짜로.
쫓기듯 고백하다니 그런 거 아니야. 그동안은 처지가 안 돼서 말 못한 건데. 나 진짜로.,"남자들은 정말 이 여자다 싶으면 물불 안 가리고 덤비지, 처지같은 거 안 따진다던데요?"
"남자들은 정말 이 여자다 싶으면 물불 안 가리고 덤비지, 처지같은 거 안 따진다던데요?",뭐?
뭐?,"1년 넘게 아무 말도 없이 있다가 이제 와서 이러는 거, 제가 좋아서가 아니라 승부욕이라고밖에 생각이 안 되네요, 전."
"1년 넘게 아무 말도 없이 있다가 이제 와서 이러는 거, 제가 좋아서가 아니라 승부욕이라고밖에 생각이 안 되네요, 전.",승부욕이라니 그런 거 아니야.
승부욕이라니 그런 거 아니야.,곰곰이 잘 생각해 보세요. 저 갈게요.
곰곰이 잘 생각해 보세요. 저 갈게요.,영자 씨. 영자 씨!
아 비켜,아 선호씨 아 잘먹었어요 역시 반포자이 사는 강남 귀공자는 다르다니까 이렇게 팍팍 베푸시고
아 선호씨 아 잘먹었어요 역시 반포자이 사는 강남 귀공자는 다르다니까 이렇게 팍팍 베푸시고,예 그럼 다음에 봬요 
예 그럼 다음에 봬요 ,예 가요 어 대박 이 외제차 산호씨거였어요? 보세요 사장님 산호씨가 얼마나 부잔데요 어?
예 가요 어 대박 이 외제차 산호씨거였어요? 보세요 사장님 산호씨가 얼마나 부잔데요 어?,안녕히가세요
누구세요? 누구신데 지금.. ,네? 아..저..그게..저..
야 ,왜
왜,넌 내가 뭐가 좋디?
넌 내가 뭐가 좋디?,치 뭐야 너는?
치 뭐야 너는?,나야 뭐 평생 요리는 안해도 되겠다 싶었지 
나야 뭐 평생 요리는 안해도 되겠다 싶었지 ,뭐야? 그게 다야?
뭐야? 그게 다야?,설거지도
영애야.,놔.
놔.,야야야. 영애야. 다왔어 정신 좀 차려봐. 아니 아니 영애야 잠깐만. 
야야야. 영애야. 다왔어 정신 좀 차려봐. 아니 아니 영애야 잠깐만. ,뭐야? 아이씨. 혼자 갈 수 있다니까 왜 따라왔어? 가 이 시키야. 가. 앞으로 너 절때 아는척 하지 마라. 
뭐야? 아이씨. 혼자 갈 수 있다니까 왜 따라왔어? 가 이 시키야. 가. 앞으로 너 절때 아는척 하지 마라. ,아 저..영애야. 
본론으로 들어가서 김승구씨?,예
예,김승구씨는 최선희씨와 합의이혼 한것에 동의합니까?
김승구씨는 최선희씨와 합의이혼 한것에 동의합니까?,그게 맞기는 한데요 사실은
그게 맞기는 한데요 사실은,네 아니오로만 대답하세요
네 아니오로만 대답하세요,예 맞습니다
야 여기다가 된장찌개 레시피 좀 적어봐,아이 지난번에 적어 줬잖아
아이 지난번에 적어 줬잖아,아이 그 맛이 안나니까 그렇지 빨리 좀 적어봐
아이 그 맛이 안나니까 그렇지 빨리 좀 적어봐,아 그럼 된장넣고 끓이면 될 것 같다가
아 그럼 된장넣고 끓이면 될 것 같다가,아 그게 안된다고 진짜
어 영애야,어 오늘 우리 회의 네시 맞지? 난 네시로 기억하는데 애들이 세시라고 하길래
어 오늘 우리 회의 네시 맞지? 난 네시로 기억하는데 애들이 세시라고 하길래,아 저 밥은 먹었냐고? 걱정하지마  니 말대로 건강 신경쓰면서 일하고있어 어 그래 신경 써줘서 고마워 영애야
아 저 밥은 먹었냐고? 걱정하지마  니 말대로 건강 신경쓰면서 일하고있어 어 그래 신경 써줘서 고마워 영애야,뭔 소리야 우리 회의 네시 맞냐니까?
뭔 소리야 우리 회의 네시 맞냐니까?," 커피? 아 그래 좋지 내가 사갈게. 응당 니가 좋아하는 카페모카로 어, 어 그래 어"
" 커피? 아 그래 좋지 내가 사갈게. 응당 니가 좋아하는 카페모카로 어, 어 그래 어",야 김산호
야 김산호,왜요? 세시 맞다고 하시죠? 
왜요? 세시 맞다고 하시죠? ,아니. 뭔 헷소리래
아니. 뭔 헷소리래,카페모카 사간다고요? 아이고 분위기가 카페모카보다 더 달달한게 뭐 다시 사귀는 분위기네
카페모카 사간다고요? 아이고 분위기가 카페모카보다 더 달달한게 뭐 다시 사귀는 분위기네,조용히 좀 하자 좀. 소름끼치게 시끄럽네 진짜
조용히 좀 하자 좀. 소름끼치게 시끄럽네 진짜,아이 내가 뭘 그렇게. 잘익었네. 아 나오세요. 왜 그러세요
아이 내가 뭘 그렇게. 잘익었네. 아 나오세요. 왜 그러세요,내가 낸다니까 왜그래?
내가 낸다니까 왜그래?,아니 사장님이 뭐하러요. 김산호가 낸다잖아요. 김산호 부자예요. 이깟 칼국수 정도는 얻어먹어도 된다니까요. 
아니 사장님이 뭐하러요. 김산호가 낸다잖아요. 김산호 부자예요. 이깟 칼국수 정도는 얻어먹어도 된다니까요. ,글쎄 됐다고. 내가 내고만다니까?
글쎄 됐다고. 내가 내고만다니까?,왜이러세요진짜?아니 지금사장님이 이렇게 호기부릴 형편은 아니잖아요 한푼이라도 아껴야죠 한푼이라도
뭐하냐 너,그냥 분위기가 살벌하고 답답해서 한잔 마셨어
그냥 분위기가 살벌하고 답답해서 한잔 마셨어,뭐 이런 또라이 너 대체 어떤 상황인지 몰라서 이래 이리내 빨리
뭐 이런 또라이 너 대체 어떤 상황인지 몰라서 이래 이리내 빨리,뭐야 너네 지금 술 마셨어?
뭐야 너네 지금 술 마셨어?,아닙니다 저는 안 마셨고 현영이만 마셨습니다
아닙니다 저는 안 마셨고 현영이만 마셨습니다,뭐 진짜야? 현형아 너 지금 술 마셨어?
뭐 진짜야? 현형아 너 지금 술 마셨어?,죄송합니다
죄송합니다,야 너 진짜 죄송하긴 한거냐 지금 아무리 철이 없어도 그렇지 과장님들 중에 지금 한분이 잘려나갈 판에 
야 너 진짜 죄송하긴 한거냐 지금 아무리 철이 없어도 그렇지 과장님들 중에 지금 한분이 잘려나갈 판에 ,뭐 잘려나갈 판? 잘리긴 누가 잘려 잘리긴 누가 잘려
뭐 잘려나갈 판? 잘리긴 누가 잘려 잘리긴 누가 잘려,전 그게 아니라
전 그게 아니라,이거 완전 웃기는 새끼 아니야 너 우리둘중에 한명 잘리길 바라는 눈치다 왜 우리가 잘리면 우리자리 꽤찰려고?
이거 완전 웃기는 새끼 아니야 너 우리둘중에 한명 잘리길 바라는 눈치다 왜 우리가 잘리면 우리자리 꽤찰려고?,왜 이러세요 과장님 그런뜻으로 한이야기 아니잖아요
왜 이러세요 과장님 그런뜻으로 한이야기 아니잖아요,아니긴 뭐가 아니야 야 어딜 숨어 이리 나와
아니긴 뭐가 아니야 야 어딜 숨어 이리 나와,저런 싸가지 없는 새끼 싸고 돌지 말고 놔
저런 싸가지 없는 새끼 싸고 돌지 말고 놔,시방 뭣하는 짓거리여
시방 뭣하는 짓거리여,이 아줌마들이 참말로 하라는 희망 퇴직은 안하고 어디서 쌈박질이여 쌈박질이 
이 아줌마들이 참말로 하라는 희망 퇴직은 안하고 어디서 쌈박질이여 쌈박질이 ,그게 싸운게 아니
그게 싸운게 아니,아 시끄러 꼴도보기싫으니까 둘중 하나 제발 희망 퇴즉좀 혀 누구여 그짞이여 그짝이여? 끝까지 버티겠다 이거여? 좋아 박두식이 니가 한번 말해봐바 
아 시끄러 꼴도보기싫으니까 둘중 하나 제발 희망 퇴즉좀 혀 누구여 그짞이여 그짝이여? 끝까지 버티겠다 이거여? 좋아 박두식이 니가 한번 말해봐바 ,네?
네?,아 니가 이 두 사람하고 일해봤으니까 알꺼아니여 누가 더 일을 못혀 아 누가 나갔으면 쓰겄냐고 
아 니가 이 두 사람하고 일해봤으니까 알꺼아니여 누가 더 일을 못혀 아 누가 나갔으면 쓰겄냐고 ,네 네?
네 네?,아 이짝이여 저 짝이여 
아 이짝이여 저 짝이여 ,그 그게
그 그게,너무 직접적이라 좀 거시하냐 그럼 좋아 내가 바꿔서 물어볼게 둘중에 누가 이 회사에 남았으면 쓰겄어 이짝이여? 그럼 저짞이여? 아니 이자슥이 무슨 꿀을 쳐먹었나 왜 말을 못해 얼릉 말을 안하면 니가 희망퇴직 하는겨 
너무 직접적이라 좀 거시하냐 그럼 좋아 내가 바꿔서 물어볼게 둘중에 누가 이 회사에 남았으면 쓰겄어 이짝이여? 그럼 저짞이여? 아니 이자슥이 무슨 꿀을 쳐먹었나 왜 말을 못해 얼릉 말을 안하면 니가 희망퇴직 하는겨 ,예?
예?,아 긍께 누구여 누가 남았으면 쓰겄어
아 긍께 누구여 누가 남았으면 쓰겄어,이 짝이여 저짞이여?
이 짝이여 저짞이여?,아 예
아 예,정해졌구만 라과장 희망 퇴직 혀!
자네 뭐 하는 짓이야? 아이구 참.,죄송합니다.
예,아니 장정 둘이서 그 째끄만한 아줌마를 못잡아? 일부로 놔준거 아니여? 짜고치는 고스톱 아니냐고!
아니 장정 둘이서 그 째끄만한 아줌마를 못잡아? 일부로 놔준거 아니여? 짜고치는 고스톱 아니냐고!,그게 아니라 누가 차를 대놨다가 태워가지고 가더라고요
그게 아니라 누가 차를 대놨다가 태워가지고 가더라고요,뭐시라고 워메 이거 완전 작정을 하고 벌인 짓이구만 이 아줌마가 참말로 인간 조덕제를 물로 봐도 유분수지 안되겠어 당장 고소를 해불드가 해야지  
뭐시라고 워메 이거 완전 작정을 하고 벌인 짓이구만 이 아줌마가 참말로 인간 조덕제를 물로 봐도 유분수지 안되겠어 당장 고소를 해불드가 해야지  ,고소요?
고소요?,그려 내가 아주 콩밥을 멕여불꺼여 아주 요절을 내벌겠다 이말이여 아 비켜 
아버님 강한 분이시잖아요. 큰 산처럼 그렇게 의연하게 좋은 곳으로 가셨을 거예요.,아버지가 미치게 보고싶어 영자씨. 우리 아버지 없이 나 잘 할 수 있을까?
아버지가 미치게 보고싶어 영자씨. 우리 아버지 없이 나 잘 할 수 있을까?,그럼요. 사장님 이미 너무 잘 하고 있는걸요? 남편으로써 꿀벌이 아빠로써 사장님 이미 너무 잘하고 있어요. 나한테 충분히 큰 사람이에요.
"왜,왜 그러세요? 설마 우시는거에요?",일 잘했다고 칭찬받는게 너무 오랜만이야 고마워 라부장
일 잘했다고 칭찬받는게 너무 오랜만이야 고마워 라부장,왜 그러세요 진짜 
"동작 그만. 어유, 아 이게 누구십니까? 나 들어박고 뛰쳐 나갈때는 언제고, 여기가 어디라고 다시 들어오셨을까 응?",그땐 죄송했습니다. 아니 순간 욱하는 바람에. 그 뒤로 정말 후회 많이 했어요
그땐 죄송했습니다. 아니 순간 욱하는 바람에. 그 뒤로 정말 후회 많이 했어요,나도 후회 많이했어. 뭘? 널 더 때려주지 못한 걸 후회했다. 너 이자식 오늘 잘걸렸어 감히 선배를 때려?
나도 후회 많이했어. 뭘? 널 더 때려주지 못한 걸 후회했다. 너 이자식 오늘 잘걸렸어 감히 선배를 때려?,뭐하는 짓이야? 뭐하는 짓이야 정대리? 왜 애를 괴롭혀?
뭐하는 짓이야? 뭐하는 짓이야 정대리? 왜 애를 괴롭혀?,"괴롭히긴 제가 언제 괴롭혀요, 그냥 반가워서 장난 치는건데. 오해세요 라부장님"
"괴롭히긴 제가 언제 괴롭혀요, 그냥 반가워서 장난 치는건데. 오해세요 라부장님","장난 좋아하네. 누가 모를줄알고? 두식이가 낙원사 관둔게 정대리가 괴롭혀서 그런거라며? 두식이가 갑자기 관두는 바람에 낙원사에서 놓친 일이 한두개가 아니라며. 그걸 조사장이 알면, 무사할 수 있을 거 같아? 두식아 걸어"
"장난 좋아하네. 누가 모를줄알고? 두식이가 낙원사 관둔게 정대리가 괴롭혀서 그런거라며? 두식이가 갑자기 관두는 바람에 낙원사에서 놓친 일이 한두개가 아니라며. 그걸 조사장이 알면, 무사할 수 있을 거 같아? 두식아 걸어",예?
예?,헤드락 걸라구. 당한만큼 갚아줘
헤드락 걸라구. 당한만큼 갚아줘,제가 어떻게
제가 어떻게,왜 못하겠어? 그럼 내가 대신 해줄게. 헤드락 넣어둬 넣어둬!
뭐야 나 돈 있어,받아 가지고 있다가 필요할떄 써 
받아 가지고 있다가 필요할떄 써 ,뭐 주면 나야 땡큐지
뭐 주면 나야 땡큐지,야 독서실 안가냐
야 독서실 안가냐,갈꺼야
어머니가 워낙 잘 챙겨주셔. 전화도 자주 주시고.,응.
응.,너 머리한거야?
너 머리한거야?,이제 보이냐.
이제 보이냐.,예쁘네.
예쁘네.,너 기억나? 내가 집에 가고 있었고 니가 날 기다렸어. 그래서 내가 너 여기서 뭐해? 이러니까.
너 기억나? 내가 집에 가고 있었고 니가 날 기다렸어. 그래서 내가 너 여기서 뭐해? 이러니까.,야 나 수학 숙제 좀 도와줘.
야 나 수학 숙제 좀 도와줘.,그래 그럼 야라고 하지마.
너 시험 볼 때도 노래 부를거야?,이렇게 안하면 안외워져.
이렇게 안하면 안외워져.,응 잘했어. 대입해보자.
저거 예은이 확실해요?,딱 봐도 예은이네
딱 봐도 예은이네,김예은. 할 말 없어? 
김예은. 할 말 없어? ,억울해요
억울해요,뭐가? 컨닝한게 억울해? 
뭐가? 컨닝한게 억울해? ,지금 애 데리고 뭐하시는거에요?
지금 애 데리고 뭐하시는거에요?,틀린걸 틀렸다고 공지하는데 뭐가 잘못됐습니까?
틀린걸 틀렸다고 공지하는데 뭐가 잘못됐습니까?,야야야
야야야,예은아 너 이번에 처음 아니지? 
예은아 너 이번에 처음 아니지? ,제가 한 거 아니에요 
제가 한 거 아니에요 ,너 이거 언제부터 그런거야? 
너 이거 언제부터 그런거야? ,쌤 그만하세요
쌤 그만하세요,지금 상황에 뭘 그렇게 감싸는지 
지금 상황에 뭘 그렇게 감싸는지 ,감싸다뇨?
감싸다뇨?,아니 요즘 예은이 성적에 예민하시잖아요 거 혹시 압니까? 뭐 알고도 봐줬을지. 
아니 요즘 예은이 성적에 예민하시잖아요 거 혹시 압니까? 뭐 알고도 봐줬을지. ,지금 무슨 소리 하고싶은거에요? 
지금 무슨 소리 하고싶은거에요? ,그만해 그만해. 재민이도 그만하고 준열이도 그만하고. 예은이한테 물어보면 되지. 예은아 너 했어 안했어? 
그만해 그만해. 재민이도 그만하고 준열이도 그만하고. 예은이한테 물어보면 되지. 예은아 너 했어 안했어? ,야 김예은  
야 김예은  ,제가 담임이니까 제가 얘기하겠습니다. 
누구세요,저 진실이 언닌데요
저 진실이 언닌데요,누구?
누구?,그게 제 동생이 실수를 해서 따님이
그게 제 동생이 실수를 해서 따님이,실수? 지랄하네 시발 왜 왔는데? 아 왜 왔냐고 합의하러 왔어요? 합의 안하니까 그냥 가요
넌 정말 장난이 심한것 같애.,미안해.
미안해.,죽는 줄 알았어.
야. 너 내 백과사전 어떻게 했어?,그게 형 거야? 5년동안 한 번도 안봤잖아.
그게 형 거야? 5년동안 한 번도 안봤잖아.,그래서 팔았냐? 얼마 받았어?
그래서 팔았냐? 얼마 받았어?,내가 좀 더 받았어.
내가 좀 더 받았어.,모레 가냐? 좋아?
모레 가냐? 좋아?,응.
응.,야. 근데 이거 언제 뗄거냐? 응?
너 나 알지?,아니.
아니.,너 우성아파트 동이잖아. 너희 집 그치.
너 우성아파트 동이잖아. 너희 집 그치.,응.
응.,근데 나 몰라? 난 너 몇 번 봤는데.
근데 나 몰라? 난 너 몇 번 봤는데.,난 잘 모르겠는데.
제정신이여? 어뜨케 우리 회사 일을 하다가 ,딴 회사사람을 만나 생각이 있어? 없어?
딴 회사사람을 만나 생각이 있어? 없어?,그려 어뜨케 그럴 수가 있어 
그려 어뜨케 그럴 수가 있어 ,그게 점심시간이라 
그게 점심시간이라 ,어디서 말대꾸여? 점심시간이
어디서 말대꾸여? 점심시간이,점심시간이든 퇴근시간이든 우리 회사일을 맡았으면 우리 회사일에 집중 해야지 지금 딴 회사 사람 만나고 와서 잘했다 이거야?
점심시간이든 퇴근시간이든 우리 회사일을 맡았으면 우리 회사일에 집중 해야지 지금 딴 회사 사람 만나고 와서 잘했다 이거야?,그려 어 뭐 이쯤 얘기 했으면 대충 알아
그려 어 뭐 이쯤 얘기 했으면 대충 알아,알아듣긴 뭘 알아들어요 이대론 못 넘겨요 
알아듣긴 뭘 알아들어요 이대론 못 넘겨요 ,아 이대로 못 넘기면 뭘 어쩌겄다는거여 
아 이대로 못 넘기면 뭘 어쩌겄다는거여 ,두번 다시 이런일 없도록 각서라도 받아 내야죠 
두번 다시 이런일 없도록 각서라도 받아 내야죠 ,으이? 각서?
으이? 각서?,예 각서 써! 내가 종이 갖고 올테니까?
"얘~ 거깄네. 얘, 여기 선생님이 동사무소에서 나오신 분인데,,, 아휴~얼마나 고마운지 모르겠다.  ","할아버지께 설명을 드렸는데요.  먼저 본인 확인 하시고, 무연고자로 처리 하실껀지, 아니면 가족 분들이 인계 받으실 건지, 그걸 결정하시면 됩니다. "
"할아버지께 설명을 드렸는데요.  먼저 본인 확인 하시고, 무연고자로 처리 하실껀지, 아니면 가족 분들이 인계 받으실 건지, 그걸 결정하시면 됩니다. ","아휴~무연고자로 해주세요. 걔 아무도 없어요. 서방도 없고, 자식도 없고. "
"아휴~무연고자로 해주세요. 걔 아무도 없어요. 서방도 없고, 자식도 없고. ","네,,그 편이  편하시겠죠? "
"네,,그 편이  편하시겠죠? ",그러믄요. 
그러믄요. ,"거주지도 이곳으로 되어있고,,, 복지과 기록도 있어서,,,,아마 별 문제 없이, 무연고자로 처리될겁니다."
"거주지도 이곳으로 되어있고,,, 복지과 기록도 있어서,,,,아마 별 문제 없이, 무연고자로 처리될겁니다.","아이고, 고맙습니다. "
"아이고, 고맙습니다. ",그러면 두 분이 같이 확인하시겠어요? 
그러면 두 분이 같이 확인하시겠어요? ,나 혼자 가죠 뭐
나 혼자 가죠 뭐,"아, 잠깐만요."
김예은 니가 많이 불안했나본데 ,왜 저한테만 그래요?
왜 저한테만 그래요?,그럼 내 탓이야?
그럼 내 탓이야?,선생님도 제가 만점 받았으면 했잖아요. 아니에요? 그럼 과외는 왜 해줬어요?
선생님도 제가 만점 받았으면 했잖아요. 아니에요? 그럼 과외는 왜 해줬어요?,너 점수 잘받으라고 그런거잖아. 
너 점수 잘받으라고 그런거잖아. ,왜 나한테만 그러냐고요. 
왜 나한테만 그러냐고요. ,지금 상황 존나 심각해. 몰라? 
보고 있는거야?,너 왜 수업 시간에 자꾸 나 봐?
너 왜 수업 시간에 자꾸 나 봐?,안 봤어.
안 봤어.,이 다음에?
이 다음에?,응 다음에.
선생님 이거 꼭 해야되는 거에요?,어 선생님 부탁좀하자. 어차피 학원 홈페이지에만 올라가는거니까 긴장 풀고 
라부장. 남편한테 잘해줘,네 그래야
안녕하세요,집에 누구 데리고 오지 말라고 집에 가줄래?
집에 누구 데리고 오지 말라고 집에 가줄래?,앉아라
그래 잘했어,아 뭐 비서가 아니라 알바야? 그런 말을 뭐하러 해?
아 뭐 비서가 아니라 알바야? 그런 말을 뭐하러 해?,네? 사실이잖아요
네? 사실이잖아요,아니 무슨 기자회견 왔어? 사실은 왜 밝혀 아 지금 사장님 어머니 가오 살려드리러 왔으면은 어떻게든 사장님 있어보이게 만들어야될 거 아냐
아니 무슨 기자회견 왔어? 사실은 왜 밝혀 아 지금 사장님 어머니 가오 살려드리러 왔으면은 어떻게든 사장님 있어보이게 만들어야될 거 아냐,아 그런거였어요? 아까 형 얘기를 대충 들어서
아 그런거였어요? 아까 형 얘기를 대충 들어서,아 맨날 대충대충 너 이래서 공부는 어떻게 했냐? 너 학교 어디 나왔댔지?
아 맨날 대충대충 너 이래서 공부는 어떻게 했냐? 너 학교 어디 나왔댔지?,울서대요
울서대요,울서대? 그런 대학도 있었냐?
울서대? 그런 대학도 있었냐?,네 저쪽 지방에 있는데라
네 저쪽 지방에 있는데라,그래 뭐 아무튼 그런 대학이라도 들어간게 참 용하다 네가 하는 꼴을 봐서는 아주 대학 문턱에도 못 갔을 거 같은데 나오셨다 지금부터 똑바로해라 사장님 가오 빡 살게 바람을 잘 잡으라고 알았어?
그래 뭐 아무튼 그런 대학이라도 들어간게 참 용하다 네가 하는 꼴을 봐서는 아주 대학 문턱에도 못 갔을 거 같은데 나오셨다 지금부터 똑바로해라 사장님 가오 빡 살게 바람을 잘 잡으라고 알았어?,알았어요 형 제가 마음 먹으면 또 엄청 잘해요
공교롭게도 약속 장소가 여기였더라고.,근데 왜 혼자야 그 사람은 어디가고.
근데 왜 혼자야 그 사람은 어디가고.,어? 갑자기 급한 일이 생겨서 못 오는 바람에. 그럼 넌 어쩐 일이야?
어? 갑자기 급한 일이 생겨서 못 오는 바람에. 그럼 넌 어쩐 일이야?,그냥 한 번 와보고 싶었어.
그냥 한 번 와보고 싶었어.,그냥 한 번? 뭐 좋은 데라고..
그냥 한 번? 뭐 좋은 데라고..,"그래 뭐 좋은 데라고 여기 오나 싶어, 이 호텔 근처엔 얼씬도 안할라고 했는데 오늘은 한 번 와보고 싶더라."
