Q,A
반말하면 안되나?,안되나?
안되나?,요.
요.,반말안돼. 이게 툭하면은 맞먹을려고 씨.
반말안돼. 이게 툭하면은 맞먹을려고 씨.,우리 사귀는거 아닌가? 요. 아유 제가 누나 동생이에요? 맨날 동생취급하고. 이거는 뭐 참 이거는 짝사랑이지 그냥 나 혼자 짝사랑이야.
우리 사귀는거 아닌가? 요. 아유 제가 누나 동생이에요? 맨날 동생취급하고. 이거는 뭐 참 이거는 짝사랑이지 그냥 나 혼자 짝사랑이야.,됐어. 쓸데없는 소리하지말고 일어나. 늦었어. 아줌마 여기 얼마예요?
됐어. 쓸데없는 소리하지말고 일어나. 늦었어. 아줌마 여기 얼마예요?,1400원이에요.
1400원이에요.,가자.
가자.,안녕히가세요.
아유 왜 이렇게 썰렁해 ,제가 외아들이라  들으셨겠지만 이혼까지해서 영 사람도 없고  휑하네요
제가 외아들이라  들으셨겠지만 이혼까지해서 영 사람도 없고  휑하네요,아니 뭐 그냥 여기서 하루 자고갈까해서
아니 뭐 그냥 여기서 하루 자고갈까해서,알잖아 나 집에가기 너무 싫어하는거 그냥 여기서 좋아하는 술이나 실컷 마시지
알잖아 나 집에가기 너무 싫어하는거 그냥 여기서 좋아하는 술이나 실컷 마시지,그래도 그러지 말고 그냥 들어가세요
그래도 그러지 말고 그냥 들어가세요,민교수 민교수 나 오늘 그냥 여기있을게
잘먹겠습니다,잠깐 아직 멀었어 잠깐만 기다려~ 요렇게 4개 뽑고 잠깐만 잠깐만 기다려 됐지 조 끝에꺼 됐어됐어됐어 자 이번엔 우리 둘째딸 생일파티 
잠깐 아직 멀었어 잠깐만 기다려~ 요렇게 4개 뽑고 잠깐만 잠깐만 기다려 됐지 조 끝에꺼 됐어됐어됐어 자 이번엔 우리 둘째딸 생일파티 ,하지마 진짜 내가 얘기했잖아 언니랑 같이 안한다고 내가 얘기했잖아 왜 맨날 내 말은 안 듣는데? 내가 언니랑 생일하기 싫다고 엄마랑 아빠한테 얘기 했잖아 
하지마 진짜 내가 얘기했잖아 언니랑 같이 안한다고 내가 얘기했잖아 왜 맨날 내 말은 안 듣는데? 내가 언니랑 생일하기 싫다고 엄마랑 아빠한테 얘기 했잖아 ,올해만 같이하고 내년부터 따로 해줄게
올해만 같이하고 내년부터 따로 해줄게,작년에도 그랬잖아 재작년에도 왜 맨날 나한테만 그래? 내가 만만해? 난 뭐 아무렇게 해도 되는 사람이야? 왜 나만 계란후라이 안해줘? 내가 계란후라이 얼마나 좋아하는데 맨날 나만 콩자반 주고 나도 콩자반 싫어하거든 그리고 왜 노을이만 월드콘사줘? 통닭도 아저시가 나 먹으라고 준건데 닭다리는 언니랑 노을이한테만 주고 나만 날개 주고 나도 닭다리 먹을 줄 알거든 
작년에도 그랬잖아 재작년에도 왜 맨날 나한테만 그래? 내가 만만해? 난 뭐 아무렇게 해도 되는 사람이야? 왜 나만 계란후라이 안해줘? 내가 계란후라이 얼마나 좋아하는데 맨날 나만 콩자반 주고 나도 콩자반 싫어하거든 그리고 왜 노을이만 월드콘사줘? 통닭도 아저시가 나 먹으라고 준건데 닭다리는 언니랑 노을이한테만 주고 나만 날개 주고 나도 닭다리 먹을 줄 알거든 ,덕선아
덕선아,왜 나만 덕선이야 왜 나만 덕선이냐고 언니는 보라고 얘는 노을인데 왜 나만 성덕선이야 내 이름만 왜 덕선이냐고 
"자, 자라. 들어갈게.",들어가지말아요. 혼자있기 싫어요.
야 좀 웃어.,알았어.
알았어.,이 얼 산.
이 얼 산.,셰셰. 셰셰.
셰셰. 셰셰.,셰셰.
셰셰.,응 둘이 서 봐. 내가 사진 한 장 찍어줄게. 
응 둘이 서 봐. 내가 사진 한 장 찍어줄게. ,우리요? 
우리요? ,아 괜찮아 서 봐 서 봐. 서 봐 가서 괜찮어 서 봐.
아 괜찮아 서 봐 서 봐. 서 봐 가서 괜찮어 서 봐.,선배님 사진 예술로 찍어요. 얼른 앞에 같이 서세요.
선배님 사진 예술로 찍어요. 얼른 앞에 같이 서세요.,아이 나 오늘 안예쁜데. 
아이 나 오늘 안예쁜데. ,예뻐.
예뻐.,진짜? 
진짜? ,응. 옷도 예쁘구. 
응. 옷도 예쁘구. ,이 옷 괜찮아? 
이 옷 괜찮아? ,응.
응.,니 옷이야.
니 옷이야.,아 아.
아 아.,자 찍습니다. 하나 둘 셋.
"야, 너 뭐야?","뭐, 오라매"
"야, 시켜. 뭐 먹을거야?","휘레어 휘시버거랑, 후렌치 후라이랑, 콜라."
"휘레어 휘시버거랑, 후렌치 후라이랑, 콜라.",나도 그거.
나도 그거.,"저, 뭐 시킨 거에요?"
"저, 뭐 시킨 거에요?","아, 알아 듣기 어렵죠. 휘레어 휘시버거랑, 후렌치 후라이랑, 콜라. 우리 세트로 시켜도 되죠. 그거 좀 비쌀텐데. "
"아, 알아 듣기 어렵죠. 휘레어 휘시버거랑, 후렌치 후라이랑, 콜라. 우리 세트로 시켜도 되죠. 그거 좀 비쌀텐데. ","네, 드세요. 괜찮습니다. "
덕선이니? 덕선아. 아줌마 부엌에 있어.,아이고! 성사장!
아이고! 성사장!,아이고! 김사장!
어우 야 나 눈이 침침해서 더는 못있겠다 야,야 나 어깨가 쑤셔서 간다 먼저
야 나 어깨가 쑤셔서 간다 먼저,야야 야 어디가
야야야 2차는 청담동으로 가자 여기는 물이 영~노노,와이프 기다려 집에 가야 돼
와이프 기다려 집에 가야 돼,나도 그만 들어갈란다
나도 그만 들어갈란다,너는 이혼해서 기다리는 처자식도 없잖아
너는 이혼해서 기다리는 처자식도 없잖아,늙어서 초저녁 잠이 많아져서 그래. 저 다음에 공이나 한 번 치러가자. 가자. 
뉴스틀지 마요. 울화통 터져요.,"아유 어쩌라고. 근데 저 네 애도 아니라면서 청승맞게 사진은 뭐하러 들여다보고 있어, 이 자식아."
"아유 어쩌라고. 근데 저 네 애도 아니라면서 청승맞게 사진은 뭐하러 들여다보고 있어, 이 자식아.",내 앞에서 자식이란 말 하지 말아요. 자꾸 생각난단 말이에요.
전무님! 아 내가 전무님 땜에 못 살아!,내가 뭘?
내가 뭘?,깨톡 프사요 이게 뭐냐구요 
깨톡 프사요 이게 뭐냐구요 ,계약서 사진 이잖아? 이게 뭐 어때서?
계약서 사진 이잖아? 이게 뭐 어때서?,은하 출판사 계약건 이영애 디자인이 할 뻔 한거 조사장이 뒷공장 해서 뻇어온거 모르셨어요?
은하 출판사 계약건 이영애 디자인이 할 뻔 한거 조사장이 뒷공장 해서 뻇어온거 모르셨어요?,뭐? 그런 일이 있었어? 
뭐? 그런 일이 있었어? ,아 전무님 중국 출장 가서 모르셨구나 암튼 이걸 프사에 떡하니 올리셨으니 영애씨가 얼마나 빈정상했겠어요 있던 정도 다 떨어졌겠네
아 전무님 중국 출장 가서 모르셨구나 암튼 이걸 프사에 떡하니 올리셨으니 영애씨가 얼마나 빈정상했겠어요 있던 정도 다 떨어졌겠네,아니 난 수민씨 충고대로 감정 안 들어간 일하고 관련된 사진 올려둔 거 뿐인데?
아니 난 수민씨 충고대로 감정 안 들어간 일하고 관련된 사진 올려둔 거 뿐인데?,어머 어머 어머 전무님 걔가 뭘 알아요? 두 분 역사에 산증인이 버젓이 엉? 버젓이 여기 이렇게 살아 숨쉬고 있는데 저한테 물어보셨어야죠
어머 어머 어머 전무님 걔가 뭘 알아요? 두 분 역사에 산증인이 버젓이 엉? 버젓이 여기 이렇게 살아 숨쉬고 있는데 저한테 물어보셨어야죠,아니 난 그냥 헤어져도 멀쩡히 잘 살고 있다 아무렇지 않다 이렇게 보여 주고 싶은 마음에 그만
아니 난 그냥 헤어져도 멀쩡히 잘 살고 있다 아무렇지 않다 이렇게 보여 주고 싶은 마음에 그만,아무렇지 않지 않아 보이거든요? 니가 날 찼으니 앞으로 일적으로 널 완전히 뭉게주겠어! 널 망가 트리는데 내 일생을 바치겠어! 이렇게 보여요
아무렇지 않지 않아 보이거든요? 니가 날 찼으니 앞으로 일적으로 널 완전히 뭉게주겠어! 널 망가 트리는데 내 일생을 바치겠어! 이렇게 보여요,아니 그럼 돼체 어떤 사진 올려야 되는 거야?
아니 그럼 돼체 어떤 사진 올려야 되는 거야?,줘 봐요
이거 어때요?,이런건 언제 찍는거야?
이런건 언제 찍는거야?,접때 다 같이 밥먹고 카페 갔을때 제가
접때 다 같이 밥먹고 카페 갔을때 제가,아 이 표정 너무 오글거리지 않아? 
아 이 표정 너무 오글거리지 않아? ,전무님 사진첩에 있는 오글오글 대잔치 사진 보단 낫거든요? 삶을 여유롭게 즐기는 쿨한 남자 처럼요 딱이예요
전무님 사진첩에 있는 오글오글 대잔치 사진 보단 낫거든요? 삶을 여유롭게 즐기는 쿨한 남자 처럼요 딱이예요,그럼 오케이 그럼 이걸로 올려
그럼 오케이 그럼 이걸로 올려,보내드릴게요 뭐 고마우시면 뭐 커피 한 잔 사주셔도 괜찮아요
"한번만 더 오토바이 탔다 봐, 그땐 니들 둘, 그리고 오토바이까지 확 그냥","알았으니까 잔소리좀 그만해, 여기요"
"알았으니까 잔소리좀 그만해, 여기요",주문하시겠어요?
주문하시겠어요?,"난 양념 한마리, 넌?"
"난 양념 한마리, 넌?",나도 양념 한마리. 아줌만요?
나도 양념 한마리. 아줌만요?,"뭐야, 1인 1닭 하는거야? 뭐 이런 말도 안되게 반가운 놈들 봤나, 나는 후라이드 한마리"
"헐, 니괄보써는줄","역시 치맥은 진리라니까, 여기 생맥 하나 더요!"
"역시 치맥은 진리라니까, 여기 생맥 하나 더요!",삼촌 나도 맥주 딱 한잔만 마시면 안될까?
삼촌 나도 맥주 딱 한잔만 마시면 안될까?,"야 양념도 맛있냐, 나 하나 먹어도 되냐, 아 진짜 치사하다 안먹는다 안먹어"
"야 양념도 맛있냐, 나 하나 먹어도 되냐, 아 진짜 치사하다 안먹는다 안먹어",야!
"정수환, 너 다음에 또 오토바이 탔다간","알았어, 안탄다고 몇번을 말해"
"알았어, 안탄다고 몇번을 말해",너 다음에도 또 사고치면
너 다음에도 또 사고치면,에에에에에
에에에에에,"그게 아니라, 오늘처럼 또 사고쳐도 삼촌 부르려고 임마. 앞으로 무슨 일 생기면, 절대 혼자 수습하려고 하지말고, 무조건 삼촌한테 젤 먼저 연락해. 남자 대 남자로 약속하는거다?"
"그게 아니라, 오늘처럼 또 사고쳐도 삼촌 부르려고 임마. 앞으로 무슨 일 생기면, 절대 혼자 수습하려고 하지말고, 무조건 삼촌한테 젤 먼저 연락해. 남자 대 남자로 약속하는거다?","알았어 삼촌, 손가락도 걸어줘?"
"알았어 삼촌, 손가락도 걸어줘?",그건 됐고
그건 됐고,포장 주문하신 치킨 나왔습니다
포장 주문하신 치킨 나왔습니다,그렇게 먹고 집에 가서 또 먹게?
그렇게 먹고 집에 가서 또 먹게?,어머니 아버지 갖다 드리라고
어머니 아버지 갖다 드리라고,오 왠일이냐
오 왠일이냐,"니가 다 먹지말고 꼭 부모님 드려라, 야!"
야 무슨소리야? 무슨소리 안들리니?,쥐. 아빠가 안그래도 쥐덫이랑 끈끈이 몇개 놔두셨는데 아빠랑 나도 무서워서 아직 확인못했어. 버려야되는데 그거.
쥐. 아빠가 안그래도 쥐덫이랑 끈끈이 몇개 놔두셨는데 아빠랑 나도 무서워서 아직 확인못했어. 버려야되는데 그거.,니네아빠는 쥐 한트럭 때려잡게 생기셨는데 은근히 인간적이시다.
니네아빠는 쥐 한트럭 때려잡게 생기셨는데 은근히 인간적이시다.,쥐만 무서워하셔. 쥐만.
쥐만 무서워하셔. 쥐만.,허! 참.
허! 참.,어렸을때 쥐한테 물린적 있데. 너 어디가?
어렸을때 쥐한테 물린적 있데. 너 어디가?,쥐 잡으러. 가자! 내가 오늘 보여줄게. 에효. 헤. 오예! 세마리.
쥐 잡으러. 가자! 내가 오늘 보여줄게. 에효. 헤. 오예! 세마리.,뭐가 세마리야? 뭐가?
저리치워! 너 여자맞냐?,하지마 덕선아. 하지마 하지마.
하지마 덕선아. 하지마 하지마.,수연인데!
수연인데!,가까이오지마! 진짜 죽여버릴수도있어!
너 다시 생각해.,응?
응?,너 쟤가 진짜 좋아 여자로?
너 쟤가 진짜 좋아 여자로?,귀여운데?
귀여운데?,정신차려 바보야 정신차려! 아 혀깨물었어. 씨.
지금은,지금도 어색하겠지 근데
뭐해?,어?
어?,나 기다려?
나 기다려?,아니. 선우!
아니. 선우!,"아, 선우."
아줌마! 선우는요?,선우? 벌써 학교갔다!
야 너도 좀 추잖아. 그래도 3등 안에 들겠지.,"힘들지 않을까? 오늘 강남, 이태원 애들도 다 왔대. "
"힘들지 않을까? 오늘 강남, 이태원 애들도 다 왔대. ",이거 왜 이래?! 나 쌍문동 박남정이야. 
이거 왜 이래?! 나 쌍문동 박남정이야. ,그럼~
그럼~,"야 쌍문동보다 여의도, 이태원이 더 크거든?"
"야 쌍문동보다 여의도, 이태원이 더 크거든?",친구들 내가 이 시점에서 가장 크게 걱정하는 게 뭔 줄 아니?
친구들 내가 이 시점에서 가장 크게 걱정하는 게 뭔 줄 아니?,뭔데?
뭔데?,엑셀 한 대. 이걸 받으면 어떻게 쓰냐는 거지. 일단 응룡이형 신분증을 훔쳐놓긴 했는데 1등을 해도 큰일이다. 큰일이야. 
엑셀 한 대. 이걸 받으면 어떻게 쓰냐는 거지. 일단 응룡이형 신분증을 훔쳐놓긴 했는데 1등을 해도 큰일이다. 큰일이야. ,야 시작한다. 
야 시작한다. ,아 나 배고픈데.
아 나 배고픈데.,그럼 1부만 보고 나와가지고 라면 하나씩 때리러 가자. 수준이 뭐 거기서 거기겠지. 자 간다. 하!
그럼 1부만 보고 나와가지고 라면 하나씩 때리러 가자. 수준이 뭐 거기서 거기겠지. 자 간다. 하!,오케이~
오케이~,오케이~
"어, 우와. 이게 누구야. 진정석 교수님, 반갑습니다. 민진웅이라고 합니다. 행정학 교수.",네.
덕선아 나 잘거야 ,알았어
알았어,빨랑가 안녕
안 되겠다 야.,야 이 새끼 앞 번호 뽑았으면 3대에 길이길이 남을 쪽 팔 뻔 했어. 
야 이 새끼 앞 번호 뽑았으면 3대에 길이길이 남을 쪽 팔 뻔 했어. ,야 걔 1번 이름이 뭐였지?
야 걔 1번 이름이 뭐였지?,현진영.
현진영.,야 걔는 무슨 미국인이 와서 춤추는 줄 알았어. 아 걔 2번... 2번 걔도 무슨 진영인데?
야 걔는 무슨 미국인이 와서 춤추는 줄 알았어. 아 걔 2번... 2번 걔도 무슨 진영인데?,아 박진영!
아 박진영!,아 박진영! 야 걔도 완전 느낌이 미국인이던데?
아 박진영! 야 걔도 완전 느낌이 미국인이던데?,이름 그새 다 외웠니? 좋겠다 대가리 좋아가지고.
이름 그새 다 외웠니? 좋겠다 대가리 좋아가지고.,어디 가?
어디 가?,택이 방. 더티 댄싱이나 보러 가자.
그 머리 영 어색헌디? 응? 머리가 노랗게 괜히 외국인같고,아닌데 외국인 같은게 아니라 외국인인데요 스잘
아닌데 외국인 같은게 아니라 외국인인데요 스잘,맞다 스잘 외국인이었지 근데 저도 자꾸 까먹는다니까요
음. 이건 김변호사님꺼.,어 이거 동문회비 고지서구만.
어 이거 동문회비 고지서구만.,이실장님이랑 같은 우편물이네? 그럼 김변호사님이랑 이실장님이랑 대학 동문이에요?
