Q,A
아 모르죠 술이나 드세여,아우 우리 진교수 복분자도 잘 마시네 좋아하는 여자 있다던데 오늘 힘좀 쓰겠네 너무 좋겠다 그여자 누군지는 몰라도 
아우 우리 진교수 복분자도 잘 마시네 좋아하는 여자 있다던데 오늘 힘좀 쓰겠네 너무 좋겠다 그여자 누군지는 몰라도 ,그건 모르죠 우리가 아는 여자 일수도
그래 내가 살다 살다 그런 드러운 방은 처음이었는데 그 총각이 작은 사장님 사촌 동생이었다니,세상 정말 좁네요 
세상 정말 좁네요 ,그러게 근데 나만 쏙 빼고 다들 여기 모여있고 말이야
그러게 근데 나만 쏙 빼고 다들 여기 모여있고 말이야,죄송해요 라부장님은 일하시잖아요 저희 형편도 좀 그렇고
죄송해요 라부장님은 일하시잖아요 저희 형편도 좀 그렇고,그래 그럼 디자이너는 영애씨랑 수민씨 둘 뿐이야? 영애씨 임신도 했다며 괜찮겠어?
그래 그럼 디자이너는 영애씨랑 수민씨 둘 뿐이야? 영애씨 임신도 했다며 괜찮겠어?,안 그래도 정직원 뽑을 형편은 안되고 파트타임 디자이너 뽑으려구요
안 그래도 정직원 뽑을 형편은 안되고 파트타임 디자이너 뽑으려구요,아 파트 타임 
아 파트 타임 ,두사람 뭐해? 집구경 끝났으면 빨랑 나오지 않고
두사람 뭐해? 집구경 끝났으면 빨랑 나오지 않고,아이 기름진거 먹었더니 매콤한게 땡겨서 골뱅이 좀 무쳤어요
아이 기름진거 먹었더니 매콤한게 땡겨서 골뱅이 좀 무쳤어요,아이참 그런건 나 시키라니까?
아이참 그런건 나 시키라니까?,힘든일도 아닌데요 뭘
힘든일도 아닌데요 뭘,안 힘들긴 영자씬 뱃속에 우리 꿀벌이 키우는것만도 힘든데 이건 내가 가져갈테니까 영자씬 조심조심 나오기나 해? 자 조심 조심  
안 힘들긴 영자씬 뱃속에 우리 꿀벌이 키우는것만도 힘든데 이건 내가 가져갈테니까 영자씬 조심조심 나오기나 해? 자 조심 조심  ,아이고 됐어요
아이 저 코. 야 저 인간은 코 풀면 금 나오는거 아니냐? ,"작가님도 참, 그럴거면 벌써 고시원 탈출했게요?"
"작가님도 참, 그럴거면 벌써 고시원 탈출했게요?",그치? 이런 데서 안살지?
그치? 이런 데서 안살지?,그럼요
그럼요,조용히 좀 합시다. 
조용히 좀 합시다. ,아이씨 누가 누구더러 조용히하래 
아 임신에 낙원사 오픈에 저 식도 올리기 전에 한집 살이까지 이렇게 막 몰아 부치셔도 되는거예요?,아닌데? 그것만 몰아치시는게 아닌데
바둑 말고는 다 관심 없잖아.,아닌데.
아닌데.,치. 아니긴. 거짓말 하지마. 이게 누구 앞에서 뻥이야. 너는 내 손바닥 안에 있어. 내가 너에 대해서 모르는게 뭐 있냐?
나도 간다.,잠깐 있다 가.
잠깐 있다 가.,응.
어디가? 저녁 안먹는다 그러더니.,잠깐 머리 좀 식히려고. 내꺼야? 
잠깐 머리 좀 식히려고. 내꺼야? ,응. 그럼 같이 먹어. 우리집에서.
응. 그럼 같이 먹어. 우리집에서.,응. 줘.  
응. 줘.  ,최 택. 너 지금 1월인건 아냐?
최 택. 너 지금 1월인건 아냐?,"왜, 내가 뭐 잘못했는데?"
"왜, 내가 뭐 잘못했는데?",너 안추워?
너 안추워?,"아이 코 앞인데 뭐, 괜찮아."
"아이 코 앞인데 뭐, 괜찮아.",어우 넌 애가 예민한건지 둔한건지 당최 알 수가 없어요. 빨리와.
야 택아 희동아 나 보라누나랑 다시 만나기로 했어 야 6년만이야 6년만에 다시 사귄다고 이 새끼야 이게 꿈이냐 생시냐 야 내가 지난 6년동안 얼마나 힘들었는지 너는 알지? 어? 그래 넌 알지 새끼야 오죽하면 너한테 수면제까지 훔쳐먹고 그냥 아 근데 새끼 반응이 왜이래 너 왜그래?,설마 우리집 성보라?
설마 우리집 성보라?,저 미친 새끼가 지금 뭐라는거냐?
저 미친 새끼가 지금 뭐라는거냐?,야 너 너 짝사랑 아니였어? 둘이 사귄거야?
야 너 너 짝사랑 아니였어? 둘이 사귄거야?,아 사겼다잖아 사귄다잖아 야 성선우 이 미친새끼야 정신차려 미친놈아 야 짝사랑 그럼 너 보라누나를 지금까지 짝사랑을 해왔던거야? 여보세요 어 정팔이니 어디니 정팔아 그니까 선우누나랑 보라누나랑 선우랑 보라누나랑 사귄데 
아 사겼다잖아 사귄다잖아 야 성선우 이 미친새끼야 정신차려 미친놈아 야 짝사랑 그럼 너 보라누나를 지금까지 짝사랑을 해왔던거야? 여보세요 어 정팔이니 어디니 정팔아 그니까 선우누나랑 보라누나랑 선우랑 보라누나랑 사귄데 ,뭐?
뭐?,야 야 너 성선우 일루 와봐 너 일루와봐 야 너  그니까 지금 둘이 사겼던거야? 아니 아니 둘이 지금 사귀 사겼다고? 둘이 지금 사귄다고?
야 야 너 성선우 일루 와봐 너 일루와봐 야 너  그니까 지금 둘이 사겼던거야? 아니 아니 둘이 지금 사귀 사겼다고? 둘이 지금 사귄다고?,야야야 덕선아 있잖아 잠깐만 어? 내가 설명을 할게 천천히 그니까 앉어 앉어 
야야야 덕선아 있잖아 잠깐만 어? 내가 설명을 할게 천천히 그니까 앉어 앉어 ,나 갑자기 두통이
나 갑자기 두통이,아 야 두통은 무슨 두통이야 어디가
아 야 두통은 무슨 두통이야 어디가,와 너 어떻게 그걸 지금까지 감쪽같이 속이냐 6년을 와 진짜 
와 너 어떻게 그걸 지금까지 감쪽같이 속이냐 6년을 와 진짜 ,야 선우 그 새끼 짝사랑 아니야? 보라누나도 좋아한데? 아닌데 그 새끼 혼자 좋아한건데 야 보라누나 미치신거 아니야?
야 선우 그 새끼 짝사랑 아니야? 보라누나도 좋아한데? 아닌데 그 새끼 혼자 좋아한건데 야 보라누나 미치신거 아니야?,동작그만 야 야 이걸 왜 나만 모르고 있지? 너 어떻게 나한테 이럴수가 있어 됐어 새끼야 끊어 새끼야  
아 오늘따라 헤어지기가 싫네요 들어가기 전에 아까 보낸 톡 말로 해주면 안됩니까,네 톡이요?
네 톡이요?,사랑한다고 했던거 직접 듣고 싶은데
사랑한다고 했던거 직접 듣고 싶은데,그거 제가 보낸게 아니라 진희 언니가 보낸건데
그거 제가 보낸게 아니라 진희 언니가 보낸건데,네? 아 네가 아까 그거 듣고 얼마나 설렜는데 이 퀄리티 떨어지는 여자를 그냥
네? 아 네가 아까 그거 듣고 얼마나 설렜는데 이 퀄리티 떨어지는 여자를 그냥,사랑해요
사랑해요,갈게요
결국 이렇게 다들 모였네,근데 정과장님이랑 라부장님은 원래 사이가 안좋으신가봐요 
근데 정과장님이랑 라부장님은 원래 사이가 안좋으신가봐요 ,아 옛날에 정과장 한창 궁상떨 때 둘이 궁상대 궁상으로 붙었었거든. 그때부터 그래. 
아 옛날에 정과장 한창 궁상떨 때 둘이 궁상대 궁상으로 붙었었거든. 그때부터 그래. ,윤차장님은 언제적 얘기를 하고 그러세요.
윤차장님은 언제적 얘기를 하고 그러세요.,내놔 내놔
내놔 내놔,뭘 다짜고짜 내놔
뭘 다짜고짜 내놔,윤차장님 어제 점심에 돈까스 드시면서 맥주도 한 잔 마셨죠? 
윤차장님 어제 점심에 돈까스 드시면서 맥주도 한 잔 마셨죠? ,돈까스만 먹으면 느끼해서..
돈까스만 먹으면 느끼해서..,맥주는 경비 처리 안되니까 내놓으라구요. 
맥주는 경비 처리 안되니까 내놓으라구요. ,그래. 맥주 값 생각해서 돈까슨 제일 싼 걸로 먹었지만 내놓을게
그래. 맥주 값 생각해서 돈까슨 제일 싼 걸로 먹었지만 내놓을게,아 그리고 김대리
아 그리고 김대리,네
네,앞으로 택배보낼 땐 명진택배말고 우진택배로 보내 거기가 더 싸니까. 
앞으로 택배보낼 땐 명진택배말고 우진택배로 보내 거기가 더 싸니까. ,네 알겠다규요. 
네 알겠다규요. ,그리고 정과장. 내가 조심하라고 했지? 
그리고 정과장. 내가 조심하라고 했지? ,아 뭐가요? 이 다이소에서 회사 비품산거잖아요 이거
아 뭐가요? 이 다이소에서 회사 비품산거잖아요 이거,그러면서 은근슬쩍 정과장 식염수도 샀잖아. 식염수가 회사비품이야? 정과장 눈이 회사 공용이냐고 ? 
그러면서 은근슬쩍 정과장 식염수도 샀잖아. 식염수가 회사비품이야? 정과장 눈이 회사 공용이냐고 ? ,아 내가 이거 채워놓으려고 했는데 깜박한거지 
아 내가 이거 채워놓으려고 했는데 깜박한거지 ,조심해
누나,"썬우, 또 뭐 빌러러 왔냐?"
"썬우, 또 뭐 빌러러 왔냐?",샤프심이요
오늘부터 라부장님이 파트타임 디자이너로 일해주실거에요,그래 경리업무도 같이 해줄거야
그래 경리업무도 같이 해줄거야,기대하세요. 나인뮤지스 경리보다 더 섹시하게 계산기 두드려줄테니까. 
그런데 제 사이즈를 어떻게 아시고. 제 몸에 아주 딱 맞아요. 안 그래도 제가 갖고싶었던 옷인데.,언제 받았어요?
언제 받았어요?,아침에. 소포로.
아침에. 소포로.,아 수연이한테는 말하지 마세요. 따라산거 알면 캡 놀릴 거예요.
아 수연이한테는 말하지 마세요. 따라산거 알면 캡 놀릴 거예요.,우리 둘만의 비밀로. 그러면 굿나잇.
근데 영자씨 표정이 왜그래? 족발 소름끼치게 먹고싶다며,"네 근데, 꿀벌이가 갑자기 오돌뼈가 먹고싶다고"
"네 근데, 꿀벌이가 갑자기 오돌뼈가 먹고싶다고",그래? 그럴줄 알고 오돌뼈도 사왔지롱
그래? 그럴줄 알고 오돌뼈도 사왔지롱,아니 어떻게
아니 어떻게,영자씨 원래 기름진거 먹음 매운거 먹고싶어하잖아. 매운거 먹음 달달한거 먹고싶어하고
영자씨 원래 기름진거 먹음 매운거 먹고싶어하잖아. 매운거 먹음 달달한거 먹고싶어하고,어우 사장님 어떻게 그렇게 내마음을 딱딱 알구
어우 사장님 어떻게 그렇게 내마음을 딱딱 알구,"어떻게 알긴? 영자씨 뱃속에는 우리 꿀벌이가, 마음속에는 내가 들어있는거 몰랐어?"
"어떻게 알긴? 영자씨 뱃속에는 우리 꿀벌이가, 마음속에는 내가 들어있는거 몰랐어?",맛있겠다
맛있겠다,"우리 꿀벌이가 엄마 식성 닮았나보네, 자 영자씨, 족발 한입! 우리 꿀벌이 오돌뼈 한입! 여기다 맥주도 한잔하면 딱인데"
"우리 꿀벌이가 엄마 식성 닮았나보네, 자 영자씨, 족발 한입! 우리 꿀벌이 오돌뼈 한입! 여기다 맥주도 한잔하면 딱인데","나 진짜 결혼하면, 밤마다 남편이랑 맥주 한잔씩 하고 이런게 로망이었는데"
"나 진짜 결혼하면, 밤마다 남편이랑 맥주 한잔씩 하고 이런게 로망이었는데","아이, 꿀벌아 엄마가 맥주 소름끼치게 좋아하시거덩. 그니까 빨리 나와, 엄마가 맥주 빨리 드시게. 어? 무슨 소리가 들리는거 같은데? 우리 꿀벌이가 움직이나?"
"아이, 꿀벌아 엄마가 맥주 소름끼치게 좋아하시거덩. 그니까 빨리 나와, 엄마가 맥주 빨리 드시게. 어? 무슨 소리가 들리는거 같은데? 우리 꿀벌이가 움직이나?","아니 뭐, 벌써 그렇게. 잠깐만요"
"아니 뭐, 벌써 그렇게. 잠깐만요",왜?
왜?,잠깐만요
잠깐만요,왜!
왜!,어 하마터면 사장님 앞에서 방귀 꿀 뻔했네 씨
어 하마터면 사장님 앞에서 방귀 꿀 뻔했네 씨,영자씨 뭐해?
영자씨 뭐해?,아무것도 아니에요
아무것도 아니에요,아 바람 찬데 창문은 왜 열고! 
아 바람 찬데 창문은 왜 열고! ,아니 밖에 무슨 소리가 들리는거 같에서
아니 밖에 무슨 소리가 들리는거 같에서,그래? 도둑고양인가?
그래? 도둑고양인가?,나가계세요
나가계세요,같이 나가자
같이 나가자,"아니요, 저는 뭐 좀 찾을 게 있어가지고"
"아니요, 저는 뭐 좀 찾을 게 있어가지고","뭔데, 나한테 말해. 내가 찾아줄게"
"뭔데, 나한테 말해. 내가 찾아줄게",아니에요 사장님한테 시킬일이
아니에요 사장님한테 시킬일이,뭐야 방구 꾸려고 일부러 방에 들어온거야? 그냥 뀌면 어때서!
뭐야 방구 꾸려고 일부러 방에 들어온거야? 그냥 뀌면 어때서!,아직까진 그러고 싶지 않단말이에요 어머씨
아직까진 그러고 싶지 않단말이에요 어머씨,"왜, 편하게 방귀 뀌자. 방귀 참으면 진짜 우울해"
"왜, 편하게 방귀 뀌자. 방귀 참으면 진짜 우울해",아 좀 나가요 나가 어우씨
나 그렇게 이상해? 대충 맞지 않냐.,"한 개도 안 맞아, 한 개도! 아우, 진짜. 다 틀렸어, 다!"
"한 개도 안 맞아, 한 개도! 아우, 진짜. 다 틀렸어, 다!","넌 시끄럽고, 씨. 선우야, 이상해? 많이 틀려?"
"넌 시끄럽고, 씨. 선우야, 이상해? 많이 틀려?","어, 너 진짜 춤은 아닌 것 같아."
"어, 너 진짜 춤은 아닌 것 같아.","야, 딴 건 맞냐?"
"야, 딴 건 맞냐?","덕선아, 그냥 우리가 돈 모아서 마이마이 사 줄게. 아니야, 택이한테 하나 사달라 그래. 우리 죽을 것 같아서 그래."
저 이제 출발해야되죠?,응. 늦었어.
응. 늦었어.,너 이시간에 가게?
너 이시간에 가게?,택이 내일 부산에서 오전 9시 대국.
택이 내일 부산에서 오전 9시 대국.,야 그러면 아까 낮에 가지.
야 그러면 아까 낮에 가지.,괜찮아. 가면서 자면 돼. 나 씻는다.
괜찮아. 가면서 자면 돼. 나 씻는다.,어.
뭐? 시동생을? 어유 미쳤어 미쳤어 ,그럼 어떻게 나땜에 이사나가고 나땜에 팔까지 다쳤는데 
그럼 어떻게 나땜에 이사나가고 나땜에 팔까지 다쳤는데 ,언니가 내쫓았어? 그리고 팔은 자기가 술먹고 실수해가지고 그렇게 된거잖아
언니가 내쫓았어? 그리고 팔은 자기가 술먹고 실수해가지고 그렇게 된거잖아,아 어쨌든 보증금 사기까지 당하고 난감하게 됐잖어 뭐 그리고 나는 제부하고도 살아봐서 별로 불편할것도 없고
아 어쨌든 보증금 사기까지 당하고 난감하게 됐잖어 뭐 그리고 나는 제부하고도 살아봐서 별로 불편할것도 없고,처가 살이하는 울 오빠랑 시동생이랑 같냐? 
처가 살이하는 울 오빠랑 시동생이랑 같냐? ,그냥 있는 반찬에 수저 한 벌만 놔주면 돼 
그냥 있는 반찬에 수저 한 벌만 놔주면 돼 ,이보세요 꿀벌이 어머님 이게 그렇게 간단한게 아니거든요 여자들이 괜히 시월드 시월드 하는줄 알아?
이보세요 꿀벌이 어머님 이게 그렇게 간단한게 아니거든요 여자들이 괜히 시월드 시월드 하는줄 알아?,무슨 시월드씩이나 아 시부모님도 아니고 사촌 동생인데 
무슨 시월드씩이나 아 시부모님도 아니고 사촌 동생인데 ,사촌 동생이고 사돈의 팔촌이고 시자 붙은 사람은 어렵고 불편한거란 말이야 괜히 자기가 갑인줄 알고 막 갑질 하고
사촌 동생이고 사돈의 팔촌이고 시자 붙은 사람은 어렵고 불편한거란 말이야 괜히 자기가 갑인줄 알고 막 갑질 하고,됐어 됐어 계속 같이 살것도 아니고 당분간인데 뭘
